"","Ensembl","Symbols","Entrez"
"ENSMUSG00000026004 - Kansl1l","ENSMUSG00000026004","Kansl1l","68691"
"ENSMUSG00000082057 - Gm15789","ENSMUSG00000082057","Gm15789","100417476"
"ENSMUSG00000026003 - Acadl","ENSMUSG00000026003","Acadl","11363"
"ENSMUSG00000082769 - Gm15793","ENSMUSG00000082769","Gm15793","102640707"
"ENSMUSG00000061816 - Myl1","ENSMUSG00000061816","Myl1","17901"
"ENSMUSG00000094191 - Rpl31-ps14","ENSMUSG00000094191","Rpl31-ps14","100043192"
"ENSMUSG00000026000 - Lancl1","ENSMUSG00000026000","Lancl1","14768"
"ENSMUSG00000025991 - Cps1","ENSMUSG00000025991","Cps1","227231"
"ENSMUSG00000062209 - Erbb4","ENSMUSG00000062209","Erbb4","13869"
"ENSMUSG00000025997 - Ikzf2","ENSMUSG00000025997","Ikzf2","22779"
"ENSMUSG00000053153 - Spag16","ENSMUSG00000053153","Spag16","66722"
"ENSMUSG00000026196 - Bard1","ENSMUSG00000026196","Bard1","12021"
"ENSMUSG00000050296 - Abca12","ENSMUSG00000050296","Abca12","74591"
"ENSMUSG00000026192 - Atic","ENSMUSG00000026192","Atic","108147"
"ENSMUSG00000026193 - Fn1","ENSMUSG00000026193","Fn1","14268"
"ENSMUSG00000073652 - Apol7d","ENSMUSG00000073652","Apol7d","100042814"
"ENSMUSG00000099707 - Gm8883","ENSMUSG00000099707","Gm8883","667931"
"ENSMUSG00000101848 - 4933417E11Rik","ENSMUSG00000101848","4933417E11Rik","71134"
"ENSMUSG00000101496 - Gm8885","ENSMUSG00000101496","Gm8885","667937"
"ENSMUSG00000039395 - Mreg","ENSMUSG00000039395","Mreg","381269"
"ENSMUSG00000026189 - Pecr","ENSMUSG00000026189","Pecr","111175"
"ENSMUSG00000026188 - Tmem169","ENSMUSG00000026188","Tmem169","271711"
"ENSMUSG00000026187 - Xrcc5","ENSMUSG00000026187","Xrcc5","22596"
"ENSMUSG00000039372 - Marchf4","ENSMUSG00000039372","Marchf4","381270"
"ENSMUSG00000039354 - Smarcal1","ENSMUSG00000039354","Smarcal1","54380"
"ENSMUSG00000046330 - Rpl37a","ENSMUSG00000046330","Rpl37a","19981"
"ENSMUSG00000039323 - Igfbp2","ENSMUSG00000039323","Igfbp2","16008"
"ENSMUSG00000026185 - Igfbp5","ENSMUSG00000026185","Igfbp5","16011"
"ENSMUSG00000100301 - 6030407O03Rik","ENSMUSG00000100301","6030407O03Rik","109198"
"ENSMUSG00000055322 - Tns1","ENSMUSG00000055322","Tns1","21961"
"ENSMUSG00000061815 - Rufy4","ENSMUSG00000061815","Rufy4","435626"
"ENSMUSG00000026180 - Cxcr2","ENSMUSG00000026180","Cxcr2","12765"
"ENSMUSG00000048480 - Cxcr1","ENSMUSG00000048480","Cxcr1","227288"
"ENSMUSG00000006304 - Arpc2","ENSMUSG00000006304","Arpc2","76709"
"ENSMUSG00000064272 - Gpbar1","ENSMUSG00000064272","Gpbar1","227289"
"ENSMUSG00000006299 - Aamp","ENSMUSG00000006299","Aamp","227290"
"ENSMUSG00000026179 - Pnkd","ENSMUSG00000026179","Pnkd","56695"
"ENSMUSG00000006301 - Tmbim1","ENSMUSG00000006301","Tmbim1","69660"
"ENSMUSG00000073650 - Catip","ENSMUSG00000073650","Catip","241112"
"ENSMUSG00000026177 - Slc11a1","ENSMUSG00000026177","Slc11a1","18173"
"ENSMUSG00000026176 - Ctdsp1","ENSMUSG00000026176","Ctdsp1","227292"
"ENSMUSG00000065468 - Mir26b","ENSMUSG00000065468","Mir26b","387219"
"ENSMUSG00000026175 - Vil1","ENSMUSG00000026175","Vil1","22349"
"ENSMUSG00000033364 - Usp37","ENSMUSG00000033364","Usp37","319651"
"ENSMUSG00000026174 - Cnot9","ENSMUSG00000026174","Cnot9","58184"
"ENSMUSG00000026173 - Plcd4","ENSMUSG00000026173","Plcd4","18802"
"ENSMUSG00000026135 - Zfp142","ENSMUSG00000026135","Zfp142","77264"
"ENSMUSG00000026172 - Bcs1l","ENSMUSG00000026172","Bcs1l","66821"
"ENSMUSG00000026171 - Rnf25","ENSMUSG00000026171","Rnf25","57751"
"ENSMUSG00000033276 - Stk36","ENSMUSG00000033276","Stk36","269209"
"ENSMUSG00000033257 - Ttll4","ENSMUSG00000033257","Ttll4","67534"
"ENSMUSG00000026170 - Cyp27a1","ENSMUSG00000026170","Cyp27a1","104086"
"ENSMUSG00000006542 - Prkag3","ENSMUSG00000006542","Prkag3","241113"
"ENSMUSG00000033227 - Wnt6","ENSMUSG00000033227","Wnt6","22420"
"ENSMUSG00000026167 - Wnt10a","ENSMUSG00000026167","Wnt10a","22409"
"ENSMUSG00000090071 - Cdk5r2","ENSMUSG00000090071","Cdk5r2","12570"
"ENSMUSG00000055197 - Fev","ENSMUSG00000055197","Fev","260298"
"ENSMUSG00000006546 - Cryba2","ENSMUSG00000006546","Cryba2","12958"
"ENSMUSG00000047021 - Cfap65","ENSMUSG00000047021","Cfap65","241116"
"ENSMUSG00000006538 - Ihh","ENSMUSG00000006538","Ihh","16147"
"ENSMUSG00000026162 - Nhej1","ENSMUSG00000026162","Nhej1","75570"
"ENSMUSG00000026205 - Slc23a3","ENSMUSG00000026205","Slc23a3","22626"
"ENSMUSG00000033159 - Cnppd1","ENSMUSG00000033159","Cnppd1","69171"
"ENSMUSG00000049339 - Retreg2","ENSMUSG00000049339","Retreg2","227298"
"ENSMUSG00000026197 - Zfand2b","ENSMUSG00000026197","Zfand2b","68818"
"ENSMUSG00000026198 - Abcb6","ENSMUSG00000026198","Abcb6","74104"
"ENSMUSG00000033124 - Atg9a","ENSMUSG00000033124","Atg9a","245860"
"ENSMUSG00000026199 - Ankzf1","ENSMUSG00000026199","Ankzf1","52231"
"ENSMUSG00000026200 - Glb1l","ENSMUSG00000026200","Glb1l","74577"
"ENSMUSG00000026201 - Stk16","ENSMUSG00000026201","Stk16","20872"
"ENSMUSG00000026202 - Tuba4a","ENSMUSG00000026202","Tuba4a","22145"
"ENSMUSG00000096094 - A630095N17Rik","ENSMUSG00000096094","A630095N17Rik","381272"
"ENSMUSG00000026203 - Dnajb2","ENSMUSG00000026203","Dnajb2","56812"
"ENSMUSG00000026204 - Ptprn","ENSMUSG00000026204","Ptprn","19275"
"ENSMUSG00000033061 - Resp18","ENSMUSG00000033061","Resp18","19711"
"ENSMUSG00000026209 - Dnpep","ENSMUSG00000026209","Dnpep","13437"
"ENSMUSG00000026208 - Des","ENSMUSG00000026208","Des","13346"
"ENSMUSG00000026207 - Speg","ENSMUSG00000026207","Speg","11790"
"ENSMUSG00000033021 - Gmppa","ENSMUSG00000033021","Gmppa","69080"
"ENSMUSG00000032997 - Chpf","ENSMUSG00000032997","Chpf","74241"
"ENSMUSG00000026211 - Obsl1","ENSMUSG00000026211","Obsl1","98733"
"ENSMUSG00000051703 - Tmem198","ENSMUSG00000051703","Tmem198","319998"
"ENSMUSG00000032968 - Inha","ENSMUSG00000032968","Inha","16322"
"ENSMUSG00000026213 - Stk11ip","ENSMUSG00000026213","Stk11ip","71728"
"ENSMUSG00000006576 - Slc4a3","ENSMUSG00000006576","Slc4a3","20536"
"ENSMUSG00000026235 - Epha4","ENSMUSG00000026235","Epha4","13838"
"ENSMUSG00000032908 - Sgpp2","ENSMUSG00000032908","Sgpp2","433323"
"ENSMUSG00000026245 - Farsb","ENSMUSG00000026245","Farsb","23874"
"ENSMUSG00000012187 - Mogat1","ENSMUSG00000012187","Mogat1","68393"
"ENSMUSG00000032883 - Acsl3","ENSMUSG00000032883","Acsl3","74205"
"ENSMUSG00000079470 - Utp14b","ENSMUSG00000079470","Utp14b","195434"
"ENSMUSG00000099377 - Gm6159","ENSMUSG00000099377","Gm6159","620521"
"ENSMUSG00000047330 - Kcne4","ENSMUSG00000047330","Kcne4","57814"
"ENSMUSG00000050711 - Scg2","ENSMUSG00000050711","Scg2","20254"
"ENSMUSG00000054702 - Ap1s3","ENSMUSG00000054702","Ap1s3","252903"
"ENSMUSG00000073643 - Wdfy1","ENSMUSG00000073643","Wdfy1","69368"
"ENSMUSG00000026248 - Mrpl44","ENSMUSG00000026248","Mrpl44","69163"
"ENSMUSG00000026249 - Serpine2","ENSMUSG00000026249","Serpine2","20720"
"ENSMUSG00000043230 - Fam124b","ENSMUSG00000043230","Fam124b","241128"
"ENSMUSG00000004364 - Cul3","ENSMUSG00000004364","Cul3","26554"
"ENSMUSG00000038608 - Dock10","ENSMUSG00000038608","Dock10","210293"
"ENSMUSG00000055980 - Irs1","ENSMUSG00000055980","Irs1","16367"
"ENSMUSG00000026142 - Rhbdd1","ENSMUSG00000026142","Rhbdd1","76867"
"ENSMUSG00000067158 - Col4a4","ENSMUSG00000067158","Col4a4","12829"
"ENSMUSG00000079465 - Col4a3","ENSMUSG00000079465","Col4a3","12828"
"ENSMUSG00000026150 - Mff","ENSMUSG00000026150","Mff","75734"
"ENSMUSG00000026149 - Tm4sf20","ENSMUSG00000026149","Tm4sf20","66261"
"ENSMUSG00000026159 - Agfg1","ENSMUSG00000026159","Agfg1","15463"
"ENSMUSG00000038496 - Slc19a3","ENSMUSG00000038496","Slc19a3","80721"
"ENSMUSG00000026166 - Ccl20","ENSMUSG00000026166","Ccl20","20297"
"ENSMUSG00000053161 - Daw1","ENSMUSG00000053161","Daw1","71227"
"ENSMUSG00000045658 - Pid1","ENSMUSG00000045658","Pid1","98496"
"ENSMUSG00000036766 - Dner","ENSMUSG00000036766","Dner","227325"
"ENSMUSG00000026219 - Trip12","ENSMUSG00000026219","Trip12","14897"
"ENSMUSG00000073633 - Fbxo36","ENSMUSG00000073633","Fbxo36","66153"
"ENSMUSG00000026220 - Slc16a14","ENSMUSG00000026220","Slc16a14","71781"
"ENSMUSG00000052477 - Sp140l2","ENSMUSG00000052477","Sp140l2","620078"
"ENSMUSG00000064281 - Rpl19-ps1","ENSMUSG00000064281","Rpl19-ps1","100039695"
"ENSMUSG00000089844 - Sp140l1","ENSMUSG00000089844","Sp140l1","381287"
"ENSMUSG00000072109 - A530040E14Rik","ENSMUSG00000072109","A530040E14Rik","621875"
"ENSMUSG00000079457 - Gm7609","ENSMUSG00000079457","Gm7609","665378"
"ENSMUSG00000118607 - Gm7592","ENSMUSG00000118607","Gm7592","101055758"
"ENSMUSG00000070034 - Sp110","ENSMUSG00000070034","Sp110","109032"
"ENSMUSG00000070031 - Sp140","ENSMUSG00000070031","Sp140","434484"
"ENSMUSG00000026222 - Sp100","ENSMUSG00000026222","Sp100","20684"
"ENSMUSG00000052760 - A630001G21Rik","ENSMUSG00000052760","A630001G21Rik","319997"
"ENSMUSG00000036707 - Cab39","ENSMUSG00000036707","Cab39","12283"
"ENSMUSG00000026223 - Itm2c","ENSMUSG00000026223","Itm2c","64294"
"ENSMUSG00000026224 - 4933407L21Rik","ENSMUSG00000026224","4933407L21Rik","71141"
"ENSMUSG00000049608 - Gpr55","ENSMUSG00000049608","Gpr55","227326"
"ENSMUSG00000099342 - Gm18180","ENSMUSG00000099342","Gm18180","100416669"
"ENSMUSG00000026226 - Spata3","ENSMUSG00000026226","Spata3","70060"
"ENSMUSG00000026227 - 2810459M11Rik","ENSMUSG00000026227","2810459M11Rik","72792"
"ENSMUSG00000026229 - Psmd1","ENSMUSG00000026229","Psmd1","70247"
"ENSMUSG00000026228 - Htr2b","ENSMUSG00000026228","Htr2b","15559"
"ENSMUSG00000062590 - Armc9","ENSMUSG00000062590","Armc9","78795"
"ENSMUSG00000079445 - B3gnt7","ENSMUSG00000079445","B3gnt7","227327"
"ENSMUSG00000026234 - Ncl","ENSMUSG00000026234","Ncl","17975"
"ENSMUSG00000026237 - Nmur1","ENSMUSG00000026237","Nmur1","14767"
"ENSMUSG00000026238 - Ptma","ENSMUSG00000026238","Ptma","19231"
"ENSMUSG00000026239 - Pde6d","ENSMUSG00000026239","Pde6d","18582"
"ENSMUSG00000026240 - Cops7b","ENSMUSG00000026240","Cops7b","26895"
"ENSMUSG00000026241 - Nppc","ENSMUSG00000026241","Nppc","18159"
"ENSMUSG00000053333 - Dis3l2","ENSMUSG00000053333","Dis3l2","208718"
"ENSMUSG00000084106 - Gm6136","ENSMUSG00000084106","Gm6136","620213"
"ENSMUSG00000026246 - Alppl2","ENSMUSG00000026246","Alppl2","11650"
"ENSMUSG00000079440 - Alpi","ENSMUSG00000079440","Alpi","76768"
"ENSMUSG00000036500 - Akp3","ENSMUSG00000036500","Akp3","11648"
"ENSMUSG00000026247 - Ecel1","ENSMUSG00000026247","Ecel1","13599"
"ENSMUSG00000036480 - Prss56","ENSMUSG00000036480","Prss56","69453"
"ENSMUSG00000026251 - Chrnd","ENSMUSG00000026251","Chrnd","11447"
"ENSMUSG00000026253 - Chrng","ENSMUSG00000026253","Chrng","11449"
"ENSMUSG00000026254 - Eif4e2","ENSMUSG00000026254","Eif4e2","26987"
"ENSMUSG00000026255 - Efhd1","ENSMUSG00000026255","Efhd1","98363"
"ENSMUSG00000048000 - Gigyf2","ENSMUSG00000048000","Gigyf2","227331"
"ENSMUSG00000026258 - Snorc","ENSMUSG00000026258","Snorc","73234"
"ENSMUSG00000026259 - Ngef","ENSMUSG00000026259","Ngef","53972"
"ENSMUSG00000079434 - Neu2","ENSMUSG00000079434","Neu2","23956"
"ENSMUSG00000026288 - Inpp5d","ENSMUSG00000026288","Inpp5d","16331"
"ENSMUSG00000026289 - Atg16l1","ENSMUSG00000026289","Atg16l1","77040"
"ENSMUSG00000087968 - Gm25395","ENSMUSG00000087968","Gm25395","115485773"
"ENSMUSG00000089281 - Scarna6","ENSMUSG00000089281","Scarna6","100217415"
"ENSMUSG00000056055 - Sag","ENSMUSG00000056055","Sag","20215"
"ENSMUSG00000070738 - Dgkd","ENSMUSG00000070738","Dgkd","227333"
"ENSMUSG00000101942 - Gm19582","ENSMUSG00000101942","Gm19582","100503175"
"ENSMUSG00000005501 - Usp40","ENSMUSG00000005501","Usp40","227334"
"ENSMUSG00000090124 - Ugt1a7c","ENSMUSG00000090124","Ugt1a7c","394432"
"ENSMUSG00000054545 - Ugt1a6a","ENSMUSG00000054545","Ugt1a6a","94284"
"ENSMUSG00000081488 - Gm15368","ENSMUSG00000081488","Gm15368","100418108"
"ENSMUSG00000081984 - Dnajb3","ENSMUSG00000081984","Dnajb3","15504"
"ENSMUSG00000089960 - Ugt1a1","ENSMUSG00000089960","Ugt1a1","394436"
"ENSMUSG00000079429 - Mroh2a","ENSMUSG00000079429","Mroh2a","100040766"
"ENSMUSG00000044783 - A730008H23Rik","ENSMUSG00000044783","A730008H23Rik","212427"
"ENSMUSG00000026295 - Spp2","ENSMUSG00000026295","Spp2","75396"
"ENSMUSG00000099553 - Gm29538","ENSMUSG00000099553","Gm29538","102636980"
"ENSMUSG00000062310 - Glrp1","ENSMUSG00000062310","Glrp1","14659"
"ENSMUSG00000100798 - Gm19589","ENSMUSG00000100798","Gm19589","100503197"
"ENSMUSG00000049866 - Arl4c","ENSMUSG00000049866","Arl4c","320982"
"ENSMUSG00000097398 - Platr5","ENSMUSG00000097398","Platr5","78650"
"ENSMUSG00000036206 - Sh3bp4","ENSMUSG00000036206","Sh3bp4","98402"
"ENSMUSG00000055013 - Agap1","ENSMUSG00000055013","Agap1","347722"
"ENSMUSG00000034486 - Gbx2","ENSMUSG00000034486","Gbx2","14472"
"ENSMUSG00000092627 - LOC102637806","ENSMUSG00000092627","LOC102637806","102637806"
"ENSMUSG00000067081 - Asb18","ENSMUSG00000067081","Asb18","208372"
"ENSMUSG00000044337 - Ackr3","ENSMUSG00000044337","Ackr3","12778"
"ENSMUSG00000034432 - Cops8","ENSMUSG00000034432","Cops8","108679"
"ENSMUSG00000048126 - Col6a3","ENSMUSG00000048126","Col6a3","12835"
"ENSMUSG00000026303 - Mlph","ENSMUSG00000026303","Mlph","171531"
"ENSMUSG00000090550 - Prlh","ENSMUSG00000090550","Prlh","623503"
"ENSMUSG00000026304 - Rab17","ENSMUSG00000026304","Rab17","19329"
"ENSMUSG00000026305 - Lrrfip1","ENSMUSG00000026305","Lrrfip1","16978"
"ENSMUSG00000070732 - Rbm44","ENSMUSG00000070732","Rbm44","329207"
"ENSMUSG00000100018 - Gm7776","ENSMUSG00000100018","Gm7776","665766"
"ENSMUSG00000034353 - Ramp1","ENSMUSG00000034353","Ramp1","51801"
"ENSMUSG00000034343 - Ube2f","ENSMUSG00000034343","Ube2f","67921"
"ENSMUSG00000026307 - Scly","ENSMUSG00000026307","Scly","50880"
"ENSMUSG00000049515 - Espnl","ENSMUSG00000049515","Espnl","227357"
"ENSMUSG00000026308 - Klhl30","ENSMUSG00000026308","Klhl30","70788"
"ENSMUSG00000047443 - Erfe","ENSMUSG00000047443","Erfe","227358"
"ENSMUSG00000026309 - Ilkap","ENSMUSG00000026309","Ilkap","67444"
"ENSMUSG00000100253 - 1700020N18Rik","ENSMUSG00000100253","1700020N18Rik","67086"
"ENSMUSG00000067071 - Hes6","ENSMUSG00000067071","Hes6","55927"
"ENSMUSG00000055866 - Per2","ENSMUSG00000055866","Per2","18627"
"ENSMUSG00000034292 - Traf3ip1","ENSMUSG00000034292","Traf3ip1","74019"
"ENSMUSG00000026311 - Asb1","ENSMUSG00000026311","Asb1","65247"
"ENSMUSG00000007805 - Twist2","ENSMUSG00000007805","Twist2","13345"
"ENSMUSG00000026313 - Hdac4","ENSMUSG00000026313","Hdac4","208727"
"ENSMUSG00000026260 - Ndufa10","ENSMUSG00000026260","Ndufa10","67273"
"ENSMUSG00000073616 - Cops9","ENSMUSG00000073616","Cops9","66915"
"ENSMUSG00000044055 - Otos","ENSMUSG00000044055","Otos","260301"
"ENSMUSG00000100546 - Gm29483","ENSMUSG00000100546","Gm29483","102641120"
"ENSMUSG00000034220 - Gpc1","ENSMUSG00000034220","Gpc1","14733"
"ENSMUSG00000034212 - Ankmy1","ENSMUSG00000034212","Ankmy1","241158"
"ENSMUSG00000047067 - Dusp28","ENSMUSG00000047067","Dusp28","67446"
"ENSMUSG00000097251 - 5033417F24Rik","ENSMUSG00000097251","5033417F24Rik","75995"
"ENSMUSG00000026269 - Rnpepl1","ENSMUSG00000026269","Rnpepl1","108657"
"ENSMUSG00000100632 - 9430060I03Rik","ENSMUSG00000100632","9430060I03Rik","100037260"
"ENSMUSG00000026270 - Capn10","ENSMUSG00000026270","Capn10","23830"
"ENSMUSG00000026271 - Gpr35","ENSMUSG00000026271","Gpr35","64095"
"ENSMUSG00000045091 - Aqp12","ENSMUSG00000045091","Aqp12","208760"
"ENSMUSG00000014602 - Kif1a","ENSMUSG00000014602","Kif1a","16560"
"ENSMUSG00000026272 - Agxt","ENSMUSG00000026272","Agxt","11611"
"ENSMUSG00000034159 - Mab21l4","ENSMUSG00000034159","Mab21l4","71874"
"ENSMUSG00000084989 - Crocc2","ENSMUSG00000084989","Crocc2","381284"
"ENSMUSG00000047793 - Sned1","ENSMUSG00000047793","Sned1","208777"
"ENSMUSG00000026273 - Mterf4","ENSMUSG00000026273","Mterf4","69821"
"ENSMUSG00000101172 - Gm28535","ENSMUSG00000101172","Gm28535","105246665"
"ENSMUSG00000100351 - Gm7867","ENSMUSG00000100351","Gm7867","108167665"
"ENSMUSG00000026274 - Pask","ENSMUSG00000026274","Pask","269224"
"ENSMUSG00000026275 - Ppp1r7","ENSMUSG00000026275","Ppp1r7","66385"
"ENSMUSG00000034107 - Ano7","ENSMUSG00000034107","Ano7","404545"
"ENSMUSG00000034088 - Hdlbp","ENSMUSG00000034088","Hdlbp","110611"
"ENSMUSG00000090489 - Gm17415","ENSMUSG00000090489","Gm17415","108167670"
"ENSMUSG00000026276 - Septin2","ENSMUSG00000026276","Septin2","18000"
"ENSMUSG00000034066 - Farp2","ENSMUSG00000034066","Farp2","227377"
"ENSMUSG00000026277 - Stk25","ENSMUSG00000026277","Stk25","59041"
"ENSMUSG00000026278 - Bok","ENSMUSG00000026278","Bok","51800"
"ENSMUSG00000026279 - Thap4","ENSMUSG00000026279","Thap4","67026"
"ENSMUSG00000026280 - Atg4b","ENSMUSG00000026280","Atg4b","66615"
"ENSMUSG00000026281 - Dtymk","ENSMUSG00000026281","Dtymk","21915"
"ENSMUSG00000026283 - Ing5","ENSMUSG00000026283","Ing5","66262"
"ENSMUSG00000073609 - D2hgdh","ENSMUSG00000073609","D2hgdh","98314"
"ENSMUSG00000094651 - Gal3st2","ENSMUSG00000094651","Gal3st2","381334"
"ENSMUSG00000093805 - Gal3st2b","ENSMUSG00000093805","Gal3st2b","100041596"
"ENSMUSG00000073608 - Gal3st2c","ENSMUSG00000073608","Gal3st2c","619597"
"ENSMUSG00000026285 - Pdcd1","ENSMUSG00000026285","Pdcd1","18566"
"ENSMUSG00000100347 - Gm7895","ENSMUSG00000100347","Gm7895","666025"
"ENSMUSG00000051185 - Fam174a","ENSMUSG00000051185","Fam174a","67698"
"ENSMUSG00000081051 - Gm15427","ENSMUSG00000081051","Gm15427","100041686"
"ENSMUSG00000040710 - St8sia4","ENSMUSG00000040710","St8sia4","20452"
"ENSMUSG00000040693 - Slco4c1","ENSMUSG00000040693","Slco4c1","227394"
"ENSMUSG00000097814 - Panct2","ENSMUSG00000097814","Panct2","329217"
"ENSMUSG00000044768 - Macir","ENSMUSG00000044768","Macir","52392"
"ENSMUSG00000040648 - Ppip5k2","ENSMUSG00000040648","Ppip5k2","227399"
"ENSMUSG00000026333 - Gin1","ENSMUSG00000026333","Gin1","252876"
"ENSMUSG00000026335 - Pam","ENSMUSG00000026335","Pam","18484"
"ENSMUSG00000089706 - B230216N24Rik","ENSMUSG00000089706","B230216N24Rik","78603"
"ENSMUSG00000100182 - 1810006J02Rik","ENSMUSG00000100182","1810006J02Rik","69030"
"ENSMUSG00000047496 - Rnf152","ENSMUSG00000047496","Rnf152","320311"
"ENSMUSG00000097482 - Gm17634","ENSMUSG00000097482","Gm17634","100504568"
"ENSMUSG00000056536 - Pign","ENSMUSG00000056536","Pign","27392"
"ENSMUSG00000101219 - Gm20302","ENSMUSG00000101219","Gm20302","102634805"
"ENSMUSG00000026319 - Relch","ENSMUSG00000026319","Relch","227446"
"ENSMUSG00000026321 - Tnfrsf11a","ENSMUSG00000026321","Tnfrsf11a","21934"
"ENSMUSG00000099843 - Gm7160","ENSMUSG00000099843","Gm7160","635504"
"ENSMUSG00000038866 - Zcchc2","ENSMUSG00000038866","Zcchc2","227449"
"ENSMUSG00000101583 - Gm20753","ENSMUSG00000101583","Gm20753","626049"
"ENSMUSG00000044340 - Phlpp1","ENSMUSG00000044340","Phlpp1","98432"
"ENSMUSG00000057329 - Bcl2","ENSMUSG00000057329","Bcl2","12043"
"ENSMUSG00000009905 - Kdsr","ENSMUSG00000009905","Kdsr","70750"
"ENSMUSG00000009907 - Vps4b","ENSMUSG00000009907","Vps4b","20479"
"ENSMUSG00000067006 - Serpinb5","ENSMUSG00000067006","Serpinb5","20724"
"ENSMUSG00000059956 - Serpinb12","ENSMUSG00000059956","Serpinb12","71869"
"ENSMUSG00000026327 - Serpinb11","ENSMUSG00000026327","Serpinb11","66957"
"ENSMUSG00000067001 - Serpinb7","ENSMUSG00000067001","Serpinb7","116872"
"ENSMUSG00000062345 - Serpinb2","ENSMUSG00000062345","Serpinb2","18788"
"ENSMUSG00000092572 - Serpinb10","ENSMUSG00000092572","Serpinb10","241197"
"ENSMUSG00000026315 - Serpinb8","ENSMUSG00000026315","Serpinb8","20725"
"ENSMUSG00000100025 - Gm8141","ENSMUSG00000100025","Gm8141","666508"
"ENSMUSG00000038702 - Dsel","ENSMUSG00000038702","Dsel","319901"
"ENSMUSG00000070695 - Cntnap5a","ENSMUSG00000070695","Cntnap5a","636808"
"ENSMUSG00000026374 - Tsn","ENSMUSG00000026374","Tsn","22099"
"ENSMUSG00000026377 - Nifk","ENSMUSG00000026377","Nifk","67949"
"ENSMUSG00000064302 - Clasp1","ENSMUSG00000064302","Clasp1","76707"
"ENSMUSG00000107722 - 2900060B14Rik","ENSMUSG00000107722","2900060B14Rik","68204"
"ENSMUSG00000026380 - Tfcp2l1","ENSMUSG00000026380","Tfcp2l1","81879"
"ENSMUSG00000048402 - Gli2","ENSMUSG00000048402","Gli2","14633"
"ENSMUSG00000037035 - Inhbb","ENSMUSG00000037035","Inhbb","16324"
"ENSMUSG00000004451 - Ralb","ENSMUSG00000004451","Ralb","64143"
"ENSMUSG00000098923 - Tmem185b","ENSMUSG00000098923","Tmem185b","226351"
"ENSMUSG00000101731 - 3830432H09Rik","ENSMUSG00000101731","3830432H09Rik","320069"
"ENSMUSG00000026383 - Epb41l5","ENSMUSG00000026383","Epb41l5","226352"
"ENSMUSG00000026384 - Ptpn4","ENSMUSG00000026384","Ptpn4","19258"
"ENSMUSG00000100636 - Gm3551","ENSMUSG00000100636","Gm3551","100041863"
"ENSMUSG00000036975 - Tmem177","ENSMUSG00000036975","Tmem177","66343"
"ENSMUSG00000036962 - Cfap221","ENSMUSG00000036962","Cfap221","226356"
"ENSMUSG00000050777 - Tmem37","ENSMUSG00000050777","Tmem37","170706"
"ENSMUSG00000026385 - Dbi","ENSMUSG00000026385","Dbi","13167"
"ENSMUSG00000026388 - 3110009E18Rik","ENSMUSG00000026388","3110009E18Rik","73103"
"ENSMUSG00000026389 - Steap3","ENSMUSG00000026389","Steap3","68428"
"ENSMUSG00000036907 - C1ql2","ENSMUSG00000036907","C1ql2","226359"
"ENSMUSG00000026390 - Marco","ENSMUSG00000026390","Marco","17167"
"ENSMUSG00000003721 - Insig2","ENSMUSG00000003721","Insig2","72999"
"ENSMUSG00000026339 - Ccdc93","ENSMUSG00000026339","Ccdc93","70829"
"ENSMUSG00000050534 - Htr5b","ENSMUSG00000050534","Htr5b","15564"
"ENSMUSG00000001674 - Ddx18","ENSMUSG00000001674","Ddx18","66942"
"ENSMUSG00000036815 - Dpp10","ENSMUSG00000036815","Dpp10","269109"
"ENSMUSG00000026341 - Actr3","ENSMUSG00000026341","Actr3","74117"
"ENSMUSG00000026342 - Slc35f5","ENSMUSG00000026342","Slc35f5","74150"
"ENSMUSG00000026343 - Gpr39","ENSMUSG00000026343","Gpr39","71111"
"ENSMUSG00000026344 - Lypd1","ENSMUSG00000026344","Lypd1","72585"
"ENSMUSG00000049690 - Nckap5","ENSMUSG00000049690","Nckap5","210356"
"ENSMUSG00000036155 - Mgat5","ENSMUSG00000036155","Mgat5","107895"
"ENSMUSG00000099471 - Gm8451","ENSMUSG00000099471","Gm8451","667090"
"ENSMUSG00000065687 - Gm23734","ENSMUSG00000065687","Gm23734","115487646"
"ENSMUSG00000026347 - Tmem163","ENSMUSG00000026347","Tmem163","72160"
"ENSMUSG00000102014 - 2900009J06Rik","ENSMUSG00000102014","2900009J06Rik","100502745"
"ENSMUSG00000026349 - Ccnt2","ENSMUSG00000026349","Ccnt2","72949"
"ENSMUSG00000051590 - Map3k19","ENSMUSG00000051590","Map3k19","22625"
"ENSMUSG00000036104 - Rab3gap1","ENSMUSG00000036104","Rab3gap1","226407"
"ENSMUSG00000036086 - Zranb3","ENSMUSG00000036086","Zranb3","226409"
"ENSMUSG00000058603 - Rpl28-ps1","ENSMUSG00000058603","Rpl28-ps1","100042670"
"ENSMUSG00000056211 - R3hdm1","ENSMUSG00000056211","R3hdm1","226412"
"ENSMUSG00000026353 - Ubxn4","ENSMUSG00000026353","Ubxn4","67812"
"ENSMUSG00000026354 - Lct","ENSMUSG00000026354","Lct","226413"
"ENSMUSG00000026355 - Mcm6","ENSMUSG00000026355","Mcm6","17219"
"ENSMUSG00000026356 - Dars1","ENSMUSG00000026356","Dars1","226414"
"ENSMUSG00000045382 - Cxcr4","ENSMUSG00000045382","Cxcr4","12767"
"ENSMUSG00000042581 - Thsd7b","ENSMUSG00000042581","Thsd7b","210417"
